,review_date,title,score,pos,cons,reviewer,review_country,stay_date
79,7 January 2020,bucket list checked,10.0,"the facility is close to almost all the tourist points in singapore, alot of tours has this property as pick up point; taxi is not expensive from this property to airport or any tourist spot in singapore; the infinity pool is a plus",very expensive though,Dennis,USA,January 2020
80,7 January 2020,"It was like heaven on earth : everything about it was perfect . The staff was friendly, helpful and passionate about mak",10.0,"The beautiful design , th e infinity pool , the rooftop restaurants and the location . I also loved the beautiful views that one gets to enjoy from many parts of the building",Nothing,Phephenyana,South Africa,January 2020
81,7 January 2020,Just the view!,7.9,Just the view!,"The pool was not heated! Only me got into the water for the sake of taking picture and my hubby didn't at all! Disappointed! There was jacuzzi but only few people could use at the same time.
The room is nothing special, our room from a 4 star hotel a night before we transferred here was way better than what we have here.",Anonymous,USA,January 2020
82,6 January 2020,"The hotel it’s amazing, our view to the gardens was...",9.6,"The hotel it’s amazing, our view to the gardens was spectacular and the pool it’s exceptional. It is worth it every cent. And the staff it’s really nice.",For the price I think it could have breakfast included.,Amanda,Brazil,December 2019
83,6 January 2020,Stop reading just try!,9.2,This hotel does not need any comments. So many information you may find. So stop reading just try! Just one note. No matter which side of the building you will have a view. They all are awesome.,,Vladislav,Russia,January 2020
84,6 January 2020,Overrated,6.3,The infinity pool,On this hotel I couldn’t see any hospitality at all. It’s a big and really nice shopping center with rooms. No place to seat like sofas without pay. I found it not value for money.,Anonymous,Greece,January 2020
85,6 January 2020,An Amazing Place on the Singapore Marina,10.0,"Staff was attentive, everyone is treated with respect by every staff, facility is located in the perfect area os Singapore","There was nothing to dislike, it was perfect",Melida,USA,January 2020
86,6 January 2020,Absolutely incredible,10.0,Bed and plenty of pillows. City view room was excellent. Large casino with plenty of shops skywalk on top offered beautiful views of the city,I was told if I booked directly with the hotel I could have gotten a discount,Ronald,USA,January 2020
87,5 January 2020,"Amazing views, very helpful staff",7.9,"Amazing views, very helpful staff","Our shower smelled very awful, only made better after a shower/using the shampoo/body wash. 
The lobby was extremely overcrowded and loud",Christina,Canada,January 2020
88,4 January 2020,"Great location, nice view from the room.",7.9,"Great location, nice view from the room. We could easily see the music and light show from our room. Nice rooftop pool (in fact iconic), however, very crowded. Clean, nice room. Great view from the rooftop bar.","I have been asked to submit passport and guests information one day in advance, but check-in process was very very slow. Poor Internet connection for a 5 stars hotel. Generally very crowded, especially pool area, I have spent very little time there.",Mirela,Switzerland,January 2020
89,4 January 2020,The room was nice and big.,8.8,The room was nice and big. Staff so helpful.  They went well above and beyond. Pool was great. Luggage storage was wonderful and easy.  Was nice to have places for breakfast right there and you didn’t have to leave the area. They even took our luggage to storage while we had breakfast.,The bed was very hard. Party going on near our us so very noisy.,Robbie,USA,December 2019
90,4 January 2020,Bucket list hotel. Just book it.,9.2,Everything is great> its a must stay hotel . At least once while in Singapore. I think 1-2 nights is enough to experience the place. Anymore than that you might start questioning the value.,It loses points when it comes to value. It is overpriced. The restaurants foods/ drinks are way over priced and the food is not anything out of this world spectacular. But I would stay here again for a night just because the experience of the views is so fun.,Jacey,USA,December 2019
91,4 January 2020,"Amazing hotel, would definitely come back and stay again",9.2,"The infinity pool was amazing, as was LAVO restaurant. All staff very helpful and friendly. Wanted to stay a few hours due to late flight and it wasn’t a problem to accommodate us. Room facilities were great, house keeping kept the room extremely clean",Nothing. Facilities were great. Near to shops and the station,Victoria,United Kingdom,January 2020
92,4 January 2020,Definitely cherry on top of my SE Asia trip!,9.6,Great location! Able to walk or take train to most attractions in no time. The rooftop infinity pool definitely exceeded my expectations. The rooms were nice and spacious. The staff was very courteous and attentive,Food was overpriced. It was hard to get reservations at restaurants. Guest at the hotel should have priority when it comes to making dinner reservations. Business center is pretty far from hotel rooms.,Mikagirl,USA,January 2020
93,3 January 2020,The service exceeded our expectations!,9.2,"The service exceeded our expectations! We had pre-ordered transfer from the airport to the hotel with the hotel car service. This was a lot more expensive than other options, but it was wort it! We were met already when we disembarked the plane and followed through immigration and to the baggage hall. And when we arrived at the hotel, we were met by one of the staff who took us to the checkout-in lounge instead of the regular check-in desk. There she arranged for immediate access to our rooms, although it was only 9 am while check-in is at 3 pm. That was highly welcome after a long flight. 
Our luggage was lost and we had to re-arrange our travel plans for the next day, and not only did the hotel arrange for a change in our airport transfer, but we also got late check-out and could keep the room until our departure! This was an unexpected perk, which gave us the possibility to sleep in and rest before our onward travel.
Both macrons and a birthday cake was delivered to our room during the day, with compliments of the hotel as the staff had noticed when registering our passports that it was my husbands birthday four days later.
We had two connecting rooms, which was really nice when traveling with teenagers. The rooms were spacious and with large balconies with view on Gardens by the Bays. 
And needless to say - the rooftop pool and the view from the pool is exceptional. With the pool only open to hotel guests, it's with a stay to get access to the pool.",Some noise from the road below the hotel,Anonymous,Norway,December 2019
